"MEMBER.ID"	"MEMBER.TYPE"	"MARKETING.ROLE"	"MEMBER.SINCE.DATE"	"EXPIRATION.DATE"	"STATUS"	"MARKETINGPOWER.STATUS"	"PREFIX"	"SUFFIX"	"ADDRESS.CHANGE.DATE"	"COMMUNICATION.CHANGE.DATE"	"ALLOW.EMAIL.FLAG"	"COMPANY.NAME"	"JOB.TITLE"	"PRIMARY.ADDRESS.TYPE"	"PRIMARY.CITY"	"PRIMARY.STATE"	"PRIMARY.POSTAL.CODE"	"PRIMARY.COUNTRY"	"PRIMARY.PHONE.LOCATION"	"ALLOW.PHONE.CALLS"	"SECONDARY.ADDRESS.TYPE"	"SECONDARY.CITY"	"SECONDARY.STATE"	"SECONDARY.POSTAL.CODE"	"SECONDARY.COUNTRY"	"GROUP"	"MARKETING.RESPONSIBILITY"	"STUDENT.GRADUATION.DATE"	"HIGHEST.DEGREE"	"YEARS.IN.MARKETING"	"JOB.TITLE.CATEGORY"	"INDUSTRY"	"COMPANY.SALES.REVENUE"	"COMPANY.SIZE"	"RESPONSIBILITY.TYPE"	"YEARS.EMPLOYED.AT.COMPANY"	"AGE.CATEGORY"	"NUMBER.OF.OTHER.ASSOCS"	"PAID.BY.COMPANY"	"PRIMARY.TOPIC.AREA"	"SECONDARY.TOPIC.AREA"	"TERTIARY.TOPIC.AREA"	"DATE.LAST.MODIFIED"	"DATE.PULLED"	"MEMBER.FOCUS"	"AUTO.RENEWAL"	"MARKET.CODE"	"RENEW"
3128226	"PROFESSIONAL"	"Marketers"	2009-08-13	2014-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"Boston University"	"Associate Vice President  Strategic Communications"	"BUS"	"Boston"	"MA"	"02215"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	"Marketing Communications"	NA	"Masters"	"10 to 19"	"Vice President/EVP"	"Education"	NA	"5000 to 9999"	"B to C"	NA	"35 to 44"	"0 to 1"	"Y"	"Higher Education Marketing"	"Marketing Research"	"Strategy/Planning"	"09/25/2013"	2014-04-29	NA	NA	NA	1
3161802	"PROFESSIONAL"	"Marketers"	2009-06-25	2014-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"Tufts University"	"Senior Associate Director  Marketing"	"BUS"	"Medford"	"MA"	"02155"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	"Fundraising/Development"	NA	NA	"10 to 19"	"Manager/Sr. Manager"	"Education"	NA	"50 to 249"	"B to C"	NA	NA	NA	"N"	"Direct Marketing"	"Email Marketing"	"Higher Education Marketing"	"08/29/2013"	2014-04-29	NA	NA	NA	0
3166140	"PROFESSIONAL"	"Marketers"	2009-08-31	2014-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	NA	NA	"HOME"	"S Hamilton"	"MA"	"01982"	NA	"CELL"	"N"	NA	NA	NA	NA	NA	"No"	"Brand Manager"	NA	"Masters"	"20PLUS"	"CEO/President"	NA	"0 to 50 Million"	"1 to 9"	"B to C"	NA	"45 to 54"	"2 to 3"	"Y"	"Brand/Product Management"	"Online/Interactive Marketing"	"Product Management/Development"	"08/09/2010"	2014-04-29	NA	NA	NA	1
3170506	"PROFESSIONAL"	"Marketers"	2009-10-14	2014-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"Massachusetts College of Art & Design"	"Assistant Director of Marketing and Communications"	"BUS"	"Boston"	"MA"	"02115"	"United States"	"WORK"	"Y"	NA	NA	NA	NA	NA	"No"	"Higher Education Marketing"	NA	NA	NA	"Director/Sr. Director"	"Education"	NA	NA	"B to C"	NA	NA	NA	"N"	"Analytics/Metrics"	"Brand/Product Management"	"Global Marketing"	"09/24/2013"	2014-04-29	NA	NA	NA	0
3177976	"PROFESSIONAL"	"Marketers"	2009-12-10	2014-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"AMM"	"Client Service Manager"	"BUS"	"Holliston"	"MA"	"01746"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	"Higher Education Marketing"	NA	"Decline"	"20PLUS"	"Manager/Sr. Manager"	"Other"	"0 to 50 Million"	"50 to 249"	"B to B"	NA	"35 to 44"	"0 to 1"	"N"	"Direct Marketing"	"Email Marketing"	"Higher Education Marketing"	"09/25/2013"	2014-04-29	NA	NA	NA	1
3199802	"PROFESSIONAL"	"Marketers"	2010-07-29	2014-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"Northeastern University"	"Communications Specialist"	"HOME"	"Medford"	"MA"	"02155"	"United States"	"HOME"	"N"	"BUS"	"Medford"	"MA"	"02155"	"United States"	"No"	NA	"05/01/2011"	"Masters"	"5 to 9"	"Other"	"Education"	NA	"10000 to 24999"	"B to C"	NA	"22 to 34"	"0 to 1"	"N"	"Academia"	"Email Marketing"	"Higher Education Marketing"	"09/27/2013"	2014-04-29	NA	NA	NA	1
3200152	"PROFESSIONAL"	"Researchers"	2010-08-02	2014-08-31	"CURRENT"	"CONFIRMED"	NA	NA	NA	NA	"N"	"ChatThreads"	"CEO"	"BUS"	"Brookline"	"MA"	"02446"	NA	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	"Market Research  to  Supplier Side"	NA	"Masters"	"10 to 19"	"CEO/President"	"Marketing Research"	NA	"10 to 49"	"B to C"	NA	"35 to 44"	"4 to 5"	"N"	"Marketing Research"	"Shopper Insights"	NA	"03/24/2013"	2014-04-29	NA	NA	NA	0
3209848	"PROFESSIONAL"	"Marketers"	2011-04-28	2014-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"PI Worldwide"	"Marketing Specialist"	"BUS"	"Wellesely"	"MA"	"02481"	NA	"WORK"	"N"	"HOME"	"Brookline"	"MA"	"02446"	"United States"	"No"	"Marketing Communications"	NA	NA	"Less Than 5"	"Other"	"Other"	"51M to 100M"	"10 to 49"	"B to B"	NA	"22 to 34"	"0 to 1"	"N"	"Global Marketing"	NA	"Professional Development"	"08/16/2012"	2014-04-29	NA	NA	NA	1
3233208	"PROFESSIONAL"	"Marketers"	2011-07-20	2014-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"National Food Product Research"	"Project Manager"	"BUS"	"West Newbury"	"MA"	"01985"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	"Other"	NA	"Bachelors"	"10 to 19"	"Manager/Sr. Manager"	"Marketing Research"	"0 to 50 Million"	"10 to 49"	"B to C"	NA	"22 to 34"	"0 to 1"	"N"	"Marketing Research"	NA	NA	"08/27/2013"	2014-04-29	NA	NA	NA	0
3234384	"STUDENT"	"Marketers"	2011-08-07	2014-08-31	"CURRENT"	"CONFIRMED"	NA	NA	NA	NA	"Y"	NA	NA	"HOME"	"Dedham"	"MA"	"02026"	"United States"	"HOME"	"N"	"SCHL"	"Baltimore"	"MD"	"21210"	"United States"	"No"	NA	"05/25/2013"	NA	NA	NA	NA	NA	NA	"B to C"	NA	"21UNDER"	"0 to 1"	"Y"	"Event Management Marketing"	"Online/Interactive Marketing"	"Promotion Marketing"	"08/07/2011"	2014-04-29	NA	NA	NA	0
3257030	"PROFESSIONAL"	"Academics"	2012-05-10	2014-08-31	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	"N"	"Assumption College"	"Visiting Assitant Professor"	"BUS"	"Worcester"	"MA"	"01609"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"20PLUS"	"Academic/Professor"	"Education"	NA	"50 to 249"	"B to C"	NA	NA	NA	"N"	"Advertising"	"Brand/Product Management"	"Global Marketing"	"05/10/2012"	2014-04-29	NA	NA	NA	1
3260478	"PROFESSIONAL"	"Researchers"	2012-08-03	2014-08-31	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	"N"	"Affinnova"	"VP of Engineering"	"BUS"	"Waltham"	"MA"	"02451"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Decline"	"10 to 19"	"Vice President/EVP"	"Marketing Research"	NA	"50 to 249"	"B to C"	NA	NA	NA	"N"	"Analytics/Metrics"	"Database/CRM"	"Marketing Research"	"08/03/2012"	2014-04-29	NA	NA	NA	0
3260573	"PROFESSIONAL"	"Marketers"	2012-08-07	2014-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"N"	"Lindt Chocolate"	"Vice President of Marketing"	"BUS"	"Stratham"	"NH"	"03885"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	"10 to 19"	"Vice President/EVP"	"Food and Beverage"	NA	"1000 to 4999"	"B to C"	NA	NA	NA	"N"	"Brand/Product Management"	"Consumer Products/Packaged Goods"	"Social Media"	"08/07/2012"	2014-04-29	NA	NA	NA	1
3260590	"PROFESSIONAL"	"Marketers"	2012-08-07	2014-08-31	"CURRENT"	"CONFIRMED"	"MRS"	NA	NA	NA	"Y"	"Jack Morton"	"Business Development Manager"	"HOME"	"Boston"	"MA"	"02129"	"United States"	"CELL"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"5 to 9"	"Manager/Sr. Manager"	NA	NA	"250 to 999"	"B to C"	NA	NA	NA	"N"	"Brand/Product Management"	"Customer Engagement"	"Event Management Marketing"	"08/06/2013"	2014-04-29	NA	NA	NA	1
3260719	"PROFESSIONAL"	"Marketers"	2012-08-10	2014-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"N"	"CULIK LAW PC"	"Managing Director"	"BUS"	"Boston"	"MA"	"02210"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"10 to 19"	"Director/Sr. Director"	NA	NA	"1 to 9"	"B to C"	NA	NA	NA	"N"	"Customer Engagement"	"Marketing Communications"	"Online/Interactive Marketing"	"08/06/2013"	2014-04-29	NA	NA	NA	0
3260847	"PROFESSIONAL"	"Marketers"	2012-08-14	2014-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"Kettle Cuisine"	"Brand Marketing Specialist"	"BUS"	"Chelsea"	"MA"	"02150"	"United States"	NA	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"Less Than 5"	"Manager/Sr. Manager"	"Food and Beverage"	NA	"50 to 249"	"B to B"	NA	NA	NA	"N"	"Strategy/Planning"	"Sales/Sales Management"	"Merchandising/Retailing"	"10/03/2012"	2014-04-29	NA	NA	NA	0
3260883	"PROFESSIONAL"	"Marketers"	2012-08-14	2014-08-31	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	"N"	"Self"	"Consultant"	"HOME"	"Grantham"	"NH"	"03753"	"United States"	"CELL"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"10 to 19"	"Consultant"	"Other"	NA	"1 to 9"	"B to B"	NA	NA	NA	"N"	"Analytics/Metrics"	"Nonprofit Marketing"	"Online/Interactive Marketing"	"08/14/2012"	2014-04-29	NA	NA	NA	1
3260916	"PROFESSIONAL"	"Marketers"	2012-08-15	2014-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"HB"	"Account Director"	"BUS"	"Newton"	"MA"	"02466"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"10 to 19"	"Manager/Sr. Manager"	NA	NA	"10 to 49"	"B to B"	NA	NA	NA	"N"	"Brand/Product Management"	"Higher Education Marketing"	"Marketing Communications"	"08/15/2012"	2014-04-29	NA	NA	NA	0
3261101	"PROFESSIONAL"	"Marketers"	2012-08-22	2014-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"N"	"Applied Materials"	"Senior OCM Communications Lead"	"BUS"	"Gloucester"	"MA"	"01930"	"United States"	"CELL"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	"20PLUS"	"Director/Sr. Director"	"Technology(hardware/software/internet)"	NA	"25000PLUS"	"B to C"	NA	NA	NA	"N"	"Advertising"	"Analytics/Metrics"	"Brand/Product Management"	"08/06/2013"	2014-04-29	NA	NA	NA	0
3261129	"PROFESSIONAL"	"Marketers"	2012-08-21	2014-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"N"	NA	"CEO"	"BUS"	"Boston"	"MA"	"02116"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Decline"	"20PLUS"	"CEO/President"	"Other"	NA	"10 to 49"	"B to C"	NA	NA	NA	"N"	"Database/CRM"	"Email Marketing"	"Online/Interactive Marketing"	"08/21/2012"	2014-04-29	NA	NA	NA	1
3261137	"PROFESSIONAL"	"Marketers"	2012-08-21	2014-08-31	"CURRENT"	"CONFIRMED"	NA	NA	NA	NA	"Y"	"Adviser Investments"	"Director of Marketing"	"BUS"	"Newton"	"MA"	"02459"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	"10 to 19"	"Director/Sr. Director"	"Financial Services"	NA	"50 to 249"	"B to C"	NA	NA	NA	"N"	"Database/CRM"	"Direct Marketing"	"Email Marketing"	"08/21/2012"	2014-04-29	NA	NA	NA	1
3261178	"PROFESSIONAL"	"Marketers"	2012-08-22	2014-08-31	"CURRENT"	"CONFIRMED"	"MRS"	NA	NA	NA	"N"	"Adviser Investments"	"Assistant Marketing Manager"	"BUS"	"Newton"	"MA"	"02459"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"Less Than 5"	"Other"	"Financial Services"	NA	"10 to 49"	"B to C"	NA	NA	NA	"N"	"Database/CRM"	"Email Marketing"	"Event Management Marketing"	"08/22/2012"	2014-04-29	NA	NA	NA	1
3283330	"YOUNG PROFESSIONAL"	"Marketers"	2013-08-06	2014-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"Pearson Education"	"Marketing Specialist"	"HOME"	"Burlington"	"MA"	"01803"	"United States"	"CELL"	"N"	NA	NA	NA	NA	NA	"No"	NA	"07/17/2013"	"Bachelors"	"Less Than 5"	"Other"	"Publishing/Broadcast/Internet/Media"	NA	"25000PLUS"	"B to B"	NA	NA	NA	"N"	"Advertising"	"Customer Engagement"	"Marketing Research"	"08/06/2013"	2014-04-29	NA	NA	NA	0
3283528	"STUDENT"	"Student"	2013-08-14	2014-08-31	"CURRENT"	"CONFIRMED"	"MISS"	NA	NA	NA	"Y"	"Northeastern University"	"MBA Candidate  Class of 2014"	"HOME"	"Boston"	"MA"	"02215"	"United States"	"CELL"	"N"	NA	NA	NA	NA	NA	"No"	NA	"12/15/2014"	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	"N"	"Analytics/Metrics"	"Global Marketing"	"Marketing Research"	"07/22/2013"	2014-04-29	NA	NA	NA	1
3284083	"PROFESSIONAL"	"Marketers"	2013-08-05	2014-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"Hologic Inc"	"Marketing Manager"	"BUS"	"Marlborough"	"MA"	"01752"	"United States"	"CELL"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"5 to 9"	"Manager/Sr. Manager"	"Health Care Services"	NA	"5000 to 9999"	"B to B"	NA	NA	NA	"N"	"Analytics/Metrics"	"Global Marketing"	"Marketing Communications"	"12/30/2013"	2014-04-29	NA	NA	NA	1
3284145	"PROFESSIONAL"	"Marketers"	2013-08-06	2014-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"Harvard Medical School"	"Digital Communications Senior Coordinator"	"HOME"	"Boston"	"MA"	"02125"	"United States"	"CELL"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"10 to 19"	"Assitant/Coordinator"	"Education"	NA	"1000 to 4999"	"B to C"	NA	NA	NA	"N"	"Email Marketing"	"Higher Education Marketing"	"Marketing Communications"	"08/06/2013"	2014-04-29	NA	NA	NA	0
3284298	"PROFESSIONAL"	"Marketers"	2013-08-09	2014-08-31	"CURRENT"	"CONFIRMED"	NA	NA	NA	NA	"Y"	"Putnam Plastics"	"Associate Product Manager"	"BUS"	"Dayville"	"CT"	"06241"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"Less Than 5"	"Manager/Sr. Manager"	"Manufacturing"	NA	"50 to 249"	"B to B"	NA	NA	NA	"N"	"Analytics/Metrics"	"Direct Marketing"	"Email Marketing"	"08/09/2013"	2014-04-29	NA	NA	NA	0
3284301	"PROFESSIONAL"	"Marketers"	2013-08-09	2014-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"Putnam Plastics"	"Dir of Sales and Marketing"	"BUS"	"Dayville"	"CT"	"06241"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"10 to 19"	"Director/Sr. Director"	"Manufacturing"	NA	"50 to 249"	"B to B"	NA	NA	NA	"N"	"Analytics/Metrics"	"Customer Engagement"	"Sales/Sales Management"	"08/09/2013"	2014-04-29	NA	NA	NA	0
3284385	"PROFESSIONAL"	"Marketers"	2013-08-12	2014-08-31	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	"Y"	"Libretto"	"President"	"BUS"	"Boston"	"MA"	"02118"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	"20PLUS"	"CEO/President"	"Advertising"	NA	"1 to 9"	"B to C"	NA	NA	NA	"N"	"Brand/Product Management"	"Higher Education Marketing"	"Nonprofit Marketing"	"08/12/2013"	2014-04-29	NA	NA	NA	1
3284426	"PROFESSIONAL"	"Marketers"	2013-08-13	2014-08-31	"CURRENT"	"CONFIRMED"	"MRS"	NA	NA	NA	"Y"	"Cambridge Healthtech Institute"	"Corporate Marketing Communications Director"	"BUS"	"Needham"	"MA"	"02494"	"United States"	"CELL"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"10 to 19"	"Director/Sr. Director"	"Other"	NA	"50 to 249"	"B to B"	NA	NA	NA	"N"	"Marketing Communications"	"Marketing Research"	"Public Relations"	"08/13/2013"	2014-04-29	NA	NA	NA	0
3284447	"PROFESSIONAL"	"Marketers"	2013-08-13	2014-08-31	"CURRENT"	"CONFIRMED"	NA	NA	NA	NA	"Y"	"TVP Communications"	"Senior Strategist"	"HOME"	"Worcester"	"MA"	"01602"	"United States"	"CELL"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"10 to 19"	"Consultant"	"Education"	NA	"1 to 9"	"B to C"	NA	NA	NA	"N"	"Academia"	"Higher Education Marketing"	"Marketing Communications"	"08/13/2013"	2014-04-29	NA	NA	NA	0
3284617	"PROFESSIONAL"	"Marketers"	2013-08-15	2014-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"Fontbonne Universtiy"	"Vice President Enrollment"	"HOME"	"Saint Louis"	"MO"	"63124"	"United States"	"CELL"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Doctorate"	"20PLUS"	"Vice President/EVP"	"Education"	NA	"50 to 249"	"B to C"	NA	NA	NA	"N"	"Analytics/Metrics"	"Direct Marketing"	"Marketing Communications"	"09/20/2013"	2014-04-29	NA	NA	NA	0
3284822	"PROFESSIONAL"	"Marketers"	2013-08-20	2014-08-31	"CURRENT"	"CONFIRMED"	NA	NA	NA	NA	"Y"	"St. Lawrence University"	NA	"HOME"	"Boston"	"MA"	"02118"	"United States"	"CELL"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	"Less Than 5"	"Other"	"Marketing Research"	NA	"1 to 9"	"B to C"	NA	NA	NA	"N"	"Advertising"	"Marketing Communications"	"Professional Development"	"03/24/2014"	2014-04-29	NA	NA	NA	0
3284941	"PROFESSIONAL"	"Marketers"	2013-08-22	2014-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"MGH Institute of Health Professions"	"Marketing Specialist"	"BUS"	"Boston"	"MA"	"02129"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"5 to 9"	"Other"	"Education"	NA	"50 to 249"	"B to C"	NA	NA	NA	"N"	"Analytics/Metrics"	"Email Marketing"	"Higher Education Marketing"	"08/22/2013"	2014-04-29	NA	NA	NA	1
3285093	"PROFESSIONAL"	"Marketers"	2013-08-26	2014-08-31	"CURRENT"	"CONFIRMED"	"MRS"	NA	NA	NA	"Y"	"Massmutual"	"Communication Consulting"	"HOME"	"Boston"	"MA"	"02118"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	"10 to 19"	"Manager/Sr. Manager"	"Insurance"	NA	"5000 to 9999"	"B to C"	NA	NA	NA	"N"	"Customer Engagement"	"Direct Marketing"	"Marketing Communications"	"03/05/2014"	2014-04-29	NA	NA	NA	1
3285149	"PROFESSIONAL"	"Marketers"	2013-08-27	2014-08-31	"CURRENT"	"CONFIRMED"	"MRS"	NA	NA	NA	"Y"	"UMass Boston College of Management"	"Director of Business Development and Communications"	"BUS"	"Boston"	"MA"	"02125-3393"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"5 to 9"	"Director/Sr. Director"	"Education"	NA	"1000 to 4999"	"B to C"	NA	NA	NA	"N"	"Higher Education Marketing"	"Media Planning/Buying"	"Public Relations"	"08/27/2013"	2014-04-29	NA	NA	NA	0
3285241	"STUDENT"	"Student"	2013-08-28	2014-08-31	"CURRENT"	"CONFIRMED"	NA	NA	NA	NA	"N"	"Babson College"	"MBA Student"	"HOME"	"Somerville"	"MA"	"02144"	"United States"	"CELL"	"N"	NA	NA	NA	NA	NA	"No"	NA	"06/30/2014"	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	"N"	"Brand/Product Management"	"Consumer Products/Packaged Goods"	"Marketing Communications"	"08/28/2013"	2014-04-29	NA	NA	NA	0
3285373	"PROFESSIONAL"	"Marketers"	2013-08-30	2014-08-31	"CURRENT"	"CONFIRMED"	NA	NA	NA	NA	"Y"	"PEJE"	"Strategy Manager"	"BUS"	"Boston"	"MA"	"02110"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	"10 to 19"	"Manager/Sr. Manager"	"Nonprofit"	NA	"10 to 49"	"B to C"	NA	NA	NA	"N"	"Email Marketing"	"Nonprofit Marketing"	"Social Media"	"08/30/2013"	2014-04-29	NA	NA	NA	0
3285398	"PROFESSIONAL"	"Academics"	2013-08-31	2014-08-31	"CURRENT"	"CONFIRMED"	"DR"	NA	NA	NA	"N"	"Cambridge College"	"Professor"	"HOME"	"Arlington"	"MA"	"02476"	"United States"	"SCHL"	"N"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	"20PLUS"	"Academic/Professor"	"Education"	NA	"250 to 999"	"B to C"	NA	NA	NA	"N"	"Brand/Product Management"	"Marketing Communications"	"Online/Interactive Marketing"	"08/31/2013"	2014-04-29	NA	NA	NA	1
3285407	"STUDENT"	"Student"	2013-09-01	2014-08-31	"CURRENT"	"CONFIRMED"	"MISS"	NA	NA	NA	"Y"	"Simmons College School of Management"	"Graduate Student"	"HOME"	"Melrose"	"MA"	"02176"	"United States"	"CELL"	"N"	NA	NA	NA	NA	NA	"No"	NA	"12/19/2014"	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	"N"	"Brand/Product Management"	"Customer Engagement"	"Higher Education Marketing"	"09/01/2013"	2014-04-29	NA	NA	NA	0
3291163	"PROFESSIONAL"	"Marketers"	2013-10-29	2014-08-31	"CURRENT"	"UNCONFIRMED"	"MR"	NA	NA	NA	"Y"	"Fisher College"	"Dean of Enrollment Management"	"BUS"	"Boston"	"MA"	"02116"	"United States"	"WORK"	"Y"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	NA	NA	NA	NA	"10/28/2013"	2014-04-29	NA	NA	NA	0
602308	"PROFESSIONAL"	"Researchers"	1999-10-01	2014-09-30	"CURRENT"	"UNCONFIRMED"	"MRS"	NA	NA	NA	"Y"	"Boston Field & Focus Inc"	"President"	"BUS"	"Framingham"	"MA"	"01701-2090"	"United States"	"WORK"	"Y"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	"20PLUS"	"CEO/President"	"Marketing Research"	NA	"50 to 249"	"B to C"	"20PLUS"	"65OVER"	"More Than 5"	NA	"Marketing Research"	"Product Management/Development"	"Sales/Sales Management"	"02/23/2009"	2014-05-31	NA	NA	NA	1
703938	"PROFESSIONAL"	"Researchers"	1982-09-01	2014-09-30	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	NA	NA	"HOME"	"Atkinson"	"NH"	"03811"	"United States"	NA	NA	NA	NA	NA	NA	NA	"No"	"Market Research  to  Client Side"	NA	"Masters"	"20PLUS"	"Manager/Sr. Manager"	"Health Care Services"	"101M to 500M"	"10000 to 24999"	"B to B"	NA	"Decline"	"0 to 1"	"Y"	"Marketing Research"	"Product Management/Development"	NA	"08/30/2010"	2014-05-31	NA	NA	NA	0
723784	"PROFESSIONAL"	"Researchers"	1983-04-01	2014-09-30	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"Edna Luther & Associates Inc"	"President"	"BUS"	"Lexington"	"MA"	"02420-0003"	"United States"	"WORK"	"N"	NA	NA	NA	NA	NA	"No"	"Market Research  to  Supplier Side"	NA	"Masters"	"20PLUS"	"CEO/President"	"Marketing Research"	NA	"1 to 9"	"B to B"	NA	"Decline"	"0 to 1"	"Y"	"Marketing Research"	"Strategy/Planning"	NA	"11/04/2011"	2014-05-31	NA	NA	NA	1
904826	"PROFESSIONAL"	"Academics"	1990-08-31	2014-09-30	"CURRENT"	"CONFIRMED"	"DR"	NA	NA	NA	"Y"	NA	"Professor"	"HOME"	"Lynn"	"MA"	"01902-1571"	"United States"	"WORK"	"N"	"BUS"	"Newton"	"MA"	"02459"	"United States"	"No"	"Education"	NA	"Doctorate"	"20PLUS"	"Academic/Professor"	"Education"	"51M to 100M"	"50 to 249"	"B to C"	NA	"55 to 64"	"0 to 1"	"N"	"Higher Education Marketing"	"Marketing Research"	"Merchandising/Retailing"	"05/26/2013"	2014-05-31	NA	NA	NA	1
917594	"PROFESSIONAL"	"Academics"	1999-07-01	2014-09-30	"CURRENT"	"CONFIRMED"	"DR"	NA	NA	NA	"Y"	"Salve Regina University"	"Dean of Professional Studies"	"BUS"	"Newport"	"RI"	"02840-4149"	"United States"	"WORK"	"N"	"BUS"	"Newport"	"RI"	"02840"	"United States"	"No"	"Education"	"05/01/1999"	"Doctorate"	"20PLUS"	"Other"	"Education"	NA	"50 to 249"	"B to C"	NA	"35 to 44"	"2 to 3"	"Y"	"Higher Education Marketing"	"Academia"	"Marketing Communications"	"11/03/2010"	2014-05-31	NA	NA	NA	1
2156005	"PROFESSIONAL"	"Marketers"	2013-09-24	2014-09-30	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	"Y"	"Emmanuel College"	"VP of Enrollment Manager & Mktg"	"BUS"	"Boston"	"MA"	"02115"	"United States"	"WORK"	"Y"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	NA	NA	NA	NA	"09/24/2013"	2014-05-31	NA	NA	NA	0
